person_age,age_band,person_income,income_band,person_home_ownership,person_emp_length,employment_category,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,loan_to_income_pct,cb_person_default_on_file,cb_person_cred_hist_length,exposure_at_default,loss_given_default,AI_Predicted_PD,Expected_Loss
29,Adult,70000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,A,7000,7.74,0,0.1,10.0,N,6,7000,0.6,0.015399328,64.67717941850424
27,Adult,85000,High_Income,OWN,6,Mid_Employee,VENTURE,A,20000,7.88,0,0.24,23.53,N,6,20000,0.6,1.1738902e-05,0.14086682131164707
30,Adult,73000,High_Income,RENT,4,Junior_Employee,VENTURE,C,12000,14.26,1,0.16,16.44,Y,5,12000,0.6,0.2863784,2061.9245767593384
27,Adult,30000,Medium_Income,OWN,6,Mid_Employee,EDUCATION,D,1800,14.84,0,0.06,6.0,Y,5,1800,0.6,0.00032020852,0.34582520253024995
29,Adult,42500,Medium_Income,RENT,9,Mid_Employee,VENTURE,A,15000,7.88,1,0.35,35.29,N,7,15000,0.6,0.9927879,8935.091078281403
38,Adult,25000,Low_Income,RENT,1,New_Employee,EDUCATION,A,1000,8.0,0,0.04,4.0,N,16,1000,0.6,0.025120996,15.072597563266754
37,Adult,37500,Medium_Income,RENT,0,New_Employee,PERSONAL,A,6750,6.91,0,0.18,18.0,N,16,6750,0.6,0.040228117,162.9238748922944
36,Adult,30000,Medium_Income,RENT,0,New_Employee,EDUCATION,B,9000,12.18,0,0.3,30.0,N,17,9000,0.6,0.3541489,1912.4040305614471
45,Middle_Age,26000,Low_Income,RENT,17,Senior_Employee,MEDICAL,A,10000,8.49,1,0.38,38.46,N,13,10000,0.6,0.99571484,5974.289059638977
22,Young_Adult,18000,Low_Income,RENT,1,New_Employee,MEDICAL,B,6000,11.0,1,0.33,33.33,N,3,6000,0.6,0.9998253,3599.371075630188
25,Adult,43200,Medium_Income,RENT,4,Junior_Employee,VENTURE,B,1200,9.91,0,0.03,2.78,N,4,1200,0.6,0.0011853583,0.8534579537808895
25,Adult,25000,Low_Income,OWN,4,Junior_Employee,EDUCATION,A,8500,6.03,0,0.34,34.0,N,2,8500,0.6,0.00053012586,2.703641908010468
26,Adult,65000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,A,2000,7.51,0,0.03,3.08,N,2,2000,0.6,0.045726478,54.8717737197876
26,Adult,43000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,C,2500,13.49,0,0.06,5.81,N,2,2500,0.6,0.14949271,224.2390662431717
25,Adult,42000,Medium_Income,RENT,2,New_Employee,MEDICAL,C,6500,13.49,0,0.15,15.48,Y,3,6500,0.6,0.0837645,326.6815535724163
26,Adult,38400,Medium_Income,RENT,2,New_Employee,MEDICAL,B,7200,9.91,0,0.19,18.75,N,2,7200,0.6,0.060149163,259.8443841934204
25,Adult,60000,Medium_Income,OWN,9,Mid_Employee,MEDICAL,A,16000,7.88,0,0.27,26.67,N,4,16000,0.6,0.00048582433,4.663913603872061
22,Young_Adult,26400,Low_Income,RENT,0,New_Employee,VENTURE,C,10000,13.49,1,0.38,37.88,N,3,10000,0.6,0.9991528,5994.916677474976
25,Adult,100000,High_Income,MORTGAGE,9,Mid_Employee,MEDICAL,B,14000,10.25,0,0.14,14.0,N,2,14000,0.6,0.084008664,705.6727766990662
25,Adult,25000,Low_Income,OWN,9,Mid_Employee,VENTURE,A,6000,7.51,0,0.24,24.0,N,2,6000,0.6,2.8943161e-05,0.10419537939014845
23,Young_Adult,31200,Medium_Income,RENT,0,New_Employee,MEDICAL,E,15250,17.93,1,0.49,48.88,N,2,15250,0.6,0.9999646,9149.676042795181
26,Adult,87996,High_Income,MORTGAGE,3,Junior_Employee,MEDICAL,A,8000,6.91,0,0.09,9.09,N,3,8000,0.6,0.015160381,72.76982814073563
27,Adult,20000,Low_Income,RENT,2,New_Employee,MEDICAL,B,4000,10.65,0,0.2,20.0,N,8,4000,0.6,0.06006209,144.1490203142166
30,Adult,50000,Medium_Income,OWN,4,Junior_Employee,VENTURE,C,3000,14.22,0,0.06,6.0,Y,10,3000,0.6,0.00014525992,0.2614678640384227
34,Adult,34000,Medium_Income,RENT,0,New_Employee,PERSONAL,A,8000,7.9,0,0.24,23.53,N,7,8000,0.6,0.56196284,2697.421646118164
32,Adult,117000,High_Income,RENT,0,New_Employee,PERSONAL,E,12000,17.93,1,0.1,10.26,Y,10,12000,0.6,0.98815584,7114.722061157227
29,Adult,25000,Low_Income,OWN,8,Mid_Employee,MEDICAL,C,6500,13.49,0,0.26,26.0,N,9,6500,0.6,0.0017499153,6.824669684283435
32,Adult,86000,High_Income,RENT,4,Junior_Employee,EDUCATION,C,1600,13.23,0,0.02,1.86,Y,9,1600,0.6,0.09162645,87.96139240264893
39,Adult,360000,Very_High_Income,RENT,1,New_Employee,PERSONAL,B,3000,11.48,0,0.01,0.83,N,12,3000,0.6,0.008623616,15.522508509457111
40,Adult,45760,Medium_Income,RENT,8,Mid_Employee,MEDICAL,B,13650,10.25,0,0.3,29.83,N,13,13650,0.6,0.06118434,501.09973825514317
26,Adult,85500,High_Income,RENT,0,New_Employee,EDUCATION,A,10000,11.0,0,0.12,11.7,N,2,10000,0.6,0.08820328,529.2196869850159
26,Adult,36000,Medium_Income,RENT,4,Junior_Employee,VENTURE,A,5400,8.9,0,0.15,15.0,N,2,5400,0.6,0.0014829158,4.804647294804454
32,Adult,42000,Medium_Income,RENT,3,Junior_Employee,PERSONAL,B,2400,9.62,0,0.06,5.71,N,7,2400,0.6,0.21511312,309.7628903388977
27,Adult,44000,Medium_Income,RENT,6,Mid_Employee,VENTURE,A,4800,7.51,0,0.11,10.91,N,10,4800,0.6,0.0074955327,21.587134301662445
32,Adult,59363,Medium_Income,RENT,2,New_Employee,PERSONAL,C,6000,13.22,0,0.1,10.11,Y,10,6000,0.6,0.26662523,959.850811958313
35,Adult,17280,Low_Income,RENT,6,Mid_Employee,VENTURE,D,7200,12.36,1,0.42,41.67,Y,8,7200,0.6,0.9998472,4319.339790344238
29,Adult,52000,Medium_Income,RENT,3,Junior_Employee,VENTURE,A,8400,5.79,0,0.16,16.15,N,6,8400,0.6,0.00087908504,4.4305886048823595
37,Adult,24000,Low_Income,RENT,4,Junior_Employee,MEDICAL,A,7000,6.92,0,0.29,29.17,N,14,7000,0.6,0.052969214,222.4706970155239
41,Middle_Age,62000,Medium_Income,RENT,3,Junior_Employee,MEDICAL,B,7500,11.36,0,0.12,12.1,N,16,7500,0.6,0.0335951,151.17795020341873
69,Senior,24000,Low_Income,RENT,3,Junior_Employee,MEDICAL,A,6000,6.62,0,0.25,25.0,N,23,6000,0.6,0.010009931,36.035753041505814
25,Adult,125000,High_Income,RENT,0,New_Employee,VENTURE,A,15000,11.0,0,0.12,12.0,N,3,15000,0.6,0.008242231,74.18007776141167
25,Adult,54000,Medium_Income,RENT,1,New_Employee,PERSONAL,A,3600,11.0,1,0.07,6.67,N,3,3600,0.6,0.3403039,735.0564193725586
25,Adult,45000,Medium_Income,RENT,0,New_Employee,MEDICAL,A,12000,7.66,0,0.27,26.67,N,4,12000,0.6,0.024443714,175.99474042654037
26,Adult,87500,High_Income,OTHER,3,Junior_Employee,VENTURE,D,7500,15.05,0,0.09,8.57,Y,2,7500,0.6,0.5552664,2498.6987113952637
28,Adult,140000,High_Income,OWN,12,Senior_Employee,VENTURE,D,18000,16.29,0,0.13,12.86,N,7,18000,0.6,0.0015706096,16.962584014981985
25,Adult,42000,Medium_Income,RENT,3,Junior_Employee,EDUCATION,A,8000,11.0,0,0.19,19.05,N,4,8000,0.6,0.19133453,918.4057474136353
33,Adult,63550,Medium_Income,RENT,6,Mid_Employee,MEDICAL,A,6000,11.0,0,0.09,9.44,N,8,6000,0.6,0.09383648,337.8113240003586
21,Young_Adult,9600,Low_Income,OWN,5,Junior_Employee,EDUCATION,B,1000,11.14,0,0.1,10.42,N,2,1000,0.6,0.00394781,2.368685882538557
25,Adult,9600,Low_Income,MORTGAGE,1,New_Employee,MEDICAL,C,5500,12.87,1,0.57,57.29,N,3,5500,0.6,0.9997379,3299.1351306438446
23,Young_Adult,65500,Medium_Income,RENT,4,Junior_Employee,MEDICAL,C,35000,15.23,1,0.53,53.44,N,2,35000,0.6,0.998917,20977.256655693054
24,Young_Adult,54400,Medium_Income,RENT,8,Mid_Employee,MEDICAL,C,35000,14.27,1,0.55,64.34,Y,4,35000,0.6,0.9995834,20991.25188589096
21,Young_Adult,9900,Low_Income,OWN,2,New_Employee,VENTURE,A,2500,7.14,1,0.25,25.25,N,2,2500,0.6,0.99801624,1497.0243573188782
26,Adult,77100,High_Income,RENT,8,Mid_Employee,EDUCATION,B,35000,12.42,1,0.45,45.4,N,3,35000,0.6,0.99895644,20978.08527946472
24,Young_Adult,78956,High_Income,RENT,5,Junior_Employee,MEDICAL,B,35000,11.11,1,0.44,44.33,N,4,35000,0.6,0.99600804,20916.168808937073
24,Young_Adult,83000,High_Income,RENT,8,Mid_Employee,PERSONAL,A,35000,8.9,1,0.42,42.17,N,2,35000,0.6,0.9987293,20973.315060138702
21,Young_Adult,10000,Low_Income,OWN,6,Mid_Employee,VENTURE,D,1600,14.74,1,0.16,16.0,N,3,1600,0.6,0.98172325,942.4543190002441
22,Young_Adult,85000,High_Income,RENT,6,Mid_Employee,VENTURE,B,35000,10.37,1,0.41,41.18,N,4,35000,0.6,0.9894484,20778.416991233826
21,Young_Adult,10000,Low_Income,OWN,2,New_Employee,HOMEIMPROVEMENT,A,4500,8.63,1,0.45,45.0,N,2,4500,0.6,0.99997604,2699.935305118561
23,Young_Adult,95000,High_Income,RENT,2,New_Employee,VENTURE,A,35000,7.9,1,0.37,36.84,N,2,35000,0.6,0.9877879,20743.545949459076
26,Adult,108160,High_Income,RENT,4,Junior_Employee,EDUCATION,E,35000,18.39,1,0.32,32.36,N,4,35000,0.6,0.9948419,20891.679346561432
23,Young_Adult,115000,High_Income,RENT,2,New_Employee,EDUCATION,A,35000,7.9,0,0.3,30.43,N,4,35000,0.6,0.020607468,432.75682255625725
23,Young_Adult,500000,Very_High_Income,MORTGAGE,7,Mid_Employee,DEBTCONSOLIDATION,B,30000,10.65,0,0.06,6.0,N,3,30000,0.6,0.039319847,707.7572420239449
23,Young_Adult,120000,High_Income,RENT,0,New_Employee,EDUCATION,A,35000,7.9,0,0.29,29.17,N,4,35000,0.6,0.012104632,254.1972789913416
23,Young_Adult,92111,High_Income,RENT,7,Mid_Employee,MEDICAL,F,35000,20.25,1,0.32,38.0,N,4,35000,0.6,0.99686843,20934.23706293106
23,Young_Adult,113000,High_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,D,35000,18.25,1,0.31,30.97,N,4,35000,0.6,0.99911445,20981.403529644012
24,Young_Adult,10800,Low_Income,MORTGAGE,8,Mid_Employee,EDUCATION,B,1750,10.99,1,0.16,16.2,N,2,1750,0.6,0.99696594,1046.8142420053482
25,Adult,162500,Very_High_Income,RENT,2,New_Employee,VENTURE,A,35000,7.49,0,0.22,21.54,N,4,35000,0.6,0.0005878592,12.345043011009693
25,Adult,137000,High_Income,RENT,9,Mid_Employee,PERSONAL,E,34800,16.77,0,0.25,25.4,Y,2,34800,0.6,0.23677309,4943.82208943367
22,Young_Adult,65000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,D,34000,17.58,1,0.52,52.31,N,4,34000,0.6,0.99654764,20329.571843147278
24,Young_Adult,10980,Low_Income,OWN,0,New_Employee,PERSONAL,A,1500,7.29,0,0.14,13.66,N,3,1500,0.6,0.013203126,11.88281374052167
22,Young_Adult,80000,High_Income,RENT,3,Junior_Employee,PERSONAL,D,33950,14.54,1,0.42,42.44,Y,4,33950,0.6,0.9842516,20049.205466508865
24,Young_Adult,67746,Medium_Income,RENT,8,Mid_Employee,HOMEIMPROVEMENT,C,33000,12.68,1,0.49,48.71,N,3,33000,0.6,0.9995845,19791.77302122116
21,Young_Adult,11000,Low_Income,MORTGAGE,3,Junior_Employee,VENTURE,E,4575,17.74,1,0.42,41.59,Y,3,4575,0.6,0.9997162,2744.221030175686
23,Young_Adult,11000,Low_Income,OWN,0,New_Employee,PERSONAL,A,1400,9.32,0,0.13,12.73,N,3,1400,0.6,0.007810584,6.560890395194292
24,Young_Adult,65000,Medium_Income,RENT,6,Mid_Employee,HOMEIMPROVEMENT,B,32500,9.99,1,0.5,50.0,N,3,32500,0.6,0.99677974,19437.20492720604
21,Young_Adult,11389,Low_Income,OTHER,5,Junior_Employee,EDUCATION,C,4000,12.84,1,0.35,35.12,Y,2,4000,0.6,0.99856704,2396.5609073638916
21,Young_Adult,11520,Low_Income,OWN,5,Junior_Employee,MEDICAL,B,2000,11.12,1,0.17,17.36,N,3,2000,0.6,0.99882275,1198.5872983932495
25,Adult,120000,High_Income,RENT,2,New_Employee,VENTURE,A,32000,6.62,0,0.27,26.67,N,2,32000,0.6,0.00074513373,14.30656760931015
26,Adult,95000,High_Income,RENT,7,Mid_Employee,HOMEIMPROVEMENT,C,31050,14.17,1,0.33,32.68,Y,3,31050,0.6,0.9835243,18323.058128356934
25,Adult,306000,Very_High_Income,RENT,2,New_Employee,DEBTCONSOLIDATION,C,24250,13.85,0,0.08,7.92,N,3,24250,0.6,0.021082666,306.75278697162867
26,Adult,300000,Very_High_Income,MORTGAGE,10,Mid_Employee,MEDICAL,C,7800,13.49,0,0.03,2.6,N,4,7800,0.6,0.009369681,43.85010547935963
21,Young_Adult,12000,Low_Income,OWN,5,Junior_Employee,EDUCATION,A,2500,7.51,1,0.21,20.83,N,4,2500,0.6,0.99945265,1499.1789758205414
22,Young_Adult,48000,Medium_Income,RENT,1,New_Employee,EDUCATION,E,30000,18.39,1,0.63,62.5,N,2,30000,0.6,0.9998374,17997.07317352295
24,Young_Adult,64000,Medium_Income,RENT,8,Mid_Employee,DEBTCONSOLIDATION,D,30000,14.54,1,0.47,46.88,Y,3,30000,0.6,0.99995697,17999.2253780365
25,Adult,75000,High_Income,RENT,4,Junior_Employee,HOMEIMPROVEMENT,D,30000,16.89,1,0.4,40.0,Y,4,30000,0.6,0.98329836,17699.370503425598
26,Adult,62050,Medium_Income,RENT,6,Mid_Employee,MEDICAL,E,30000,17.99,1,0.41,48.35,N,2,30000,0.6,0.9999485,17999.073028564453
24,Young_Adult,12000,Low_Income,OWN,4,Junior_Employee,VENTURE,B,2500,12.69,1,0.21,20.83,N,3,2500,0.6,0.9968779,1495.3168630599976
26,Adult,300000,Very_High_Income,MORTGAGE,10,Mid_Employee,VENTURE,A,20000,7.88,0,0.07,6.67,N,4,20000,0.6,0.00021033725,2.5240470422431827
23,Young_Adult,300000,Very_High_Income,OWN,1,New_Employee,EDUCATION,F,24250,19.41,0,0.08,8.08,Y,2,24250,0.6,0.011247297,163.64816869609058
26,Adult,300000,Very_High_Income,OWN,9,Mid_Employee,HOMEIMPROVEMENT,B,10000,10.38,0,0.03,3.33,N,4,10000,0.6,0.00058621675,3.5173004725947976
26,Adult,300000,Very_High_Income,MORTGAGE,0,New_Employee,EDUCATION,D,25000,15.33,0,0.08,8.33,N,3,25000,0.6,0.064606875,969.1031277179718
25,Adult,300000,Very_High_Income,MORTGAGE,9,Mid_Employee,HOMEIMPROVEMENT,E,18000,16.45,0,0.06,6.0,N,3,18000,0.6,0.12894192,1392.5727725028992
26,Adult,80690,High_Income,RENT,8,Mid_Employee,PERSONAL,A,30000,7.49,1,0.37,37.18,N,3,30000,0.6,0.99805766,17965.03794193268
22,Young_Adult,66300,Medium_Income,RENT,4,Junior_Employee,MEDICAL,B,30000,12.69,1,0.38,45.25,N,3,30000,0.6,0.9991215,17984.1867685318
26,Adult,89028,High_Income,RENT,0,New_Employee,DEBTCONSOLIDATION,A,30000,6.62,1,0.34,33.7,N,3,30000,0.6,0.996693,17940.474271774292
23,Young_Adult,78000,High_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,F,30000,18.62,1,0.38,38.46,Y,3,30000,0.6,0.9992255,17986.058950424194
23,Young_Adult,92004,High_Income,RENT,6,Mid_Employee,PERSONAL,C,30000,15.23,1,0.33,32.61,Y,3,30000,0.6,0.98809344,17785.68184375763
23,Young_Adult,97000,High_Income,RENT,7,Mid_Employee,VENTURE,B,30000,10.65,1,0.31,30.93,N,2,30000,0.6,0.9917548,17851.585865020752
25,Adult,120000,High_Income,RENT,9,Mid_Employee,EDUCATION,A,30000,7.9,0,0.25,25.0,N,4,30000,0.6,0.016676467,300.1764044165611
26,Adult,280000,Very_High_Income,RENT,4,Junior_Employee,PERSONAL,C,10000,15.96,0,0.04,3.57,Y,3,10000,0.6,0.071570426,429.4225573539734
26,Adult,277104,Very_High_Income,RENT,0,New_Employee,VENTURE,B,20000,11.48,0,0.07,7.22,N,3,20000,0.6,0.005777534,69.33040916919708
25,Adult,128000,High_Income,RENT,9,Mid_Employee,PERSONAL,A,30000,7.29,0,0.23,23.44,N,4,30000,0.6,0.019689392,354.4090613722801
21,Young_Adult,131000,High_Income,RENT,0,New_Employee,VENTURE,A,30000,5.99,0,0.23,22.9,N,4,30000,0.6,0.00015642845,2.8157120395917445
22,Young_Adult,275000,Very_High_Income,OWN,6,Mid_Employee,VENTURE,B,12000,11.58,0,0.04,4.36,N,2,12000,0.6,1.8100942e-06,0.01303267827097443
25,Adult,221850,Very_High_Income,MORTGAGE,9,Mid_Employee,MEDICAL,D,25000,15.7,1,0.1,11.27,N,2,25000,0.6,0.9884616,14826.924204826355
22,Young_Adult,70000,Medium_Income,RENT,6,Mid_Employee,EDUCATION,D,29100,15.99,1,0.42,41.57,N,3,29100,0.6,0.9890476,17268.770867586136
22,Young_Adult,12000,Low_Income,MORTGAGE,7,Mid_Employee,EDUCATION,D,1500,14.84,0,0.13,12.5,Y,3,1500,0.6,0.05058224,45.52401714026928
26,Adult,260000,Very_High_Income,OWN,10,Mid_Employee,HOMEIMPROVEMENT,B,28000,10.99,0,0.11,10.77,N,3,28000,0.6,0.008025315,134.82528626918793
25,Adult,259000,Very_High_Income,MORTGAGE,9,Mid_Employee,HOMEIMPROVEMENT,D,20000,14.42,0,0.08,7.72,Y,2,20000,0.6,0.094706476,1136.4777088165283
24,Young_Adult,255000,Very_High_Income,MORTGAGE,9,Mid_Employee,EDUCATION,A,9600,6.99,0,0.04,3.76,N,2,9600,0.6,0.008166173,47.037153840065
25,Adult,250000,Very_High_Income,RENT,2,New_Employee,MEDICAL,C,25000,13.49,0,0.1,10.0,N,4,25000,0.6,0.08774215,1316.1322474479675
21,Young_Adult,12000,Low_Income,OWN,6,Mid_Employee,EDUCATION,C,3000,13.61,1,0.25,25.0,Y,3,3000,0.6,0.9989876,1798.177707195282
23,Young_Adult,65000,Medium_Income,RENT,2,New_Employee,EDUCATION,A,28000,7.9,1,0.43,43.08,N,2,28000,0.6,0.99380505,16695.924854278564
26,Adult,85000,High_Income,RENT,2,New_Employee,VENTURE,A,28000,7.49,1,0.33,32.94,N,3,28000,0.6,0.969308,16284.374713897705
26,Adult,12000,Low_Income,OWN,2,New_Employee,EDUCATION,A,6100,7.51,1,0.51,50.83,N,3,6100,0.6,0.99940646,3657.8276324272156
22,Young_Adult,88000,High_Income,RENT,6,Mid_Employee,VENTURE,B,28000,9.91,1,0.32,31.82,N,3,28000,0.6,0.99467885,16710.604763031006
21,Young_Adult,12000,Low_Income,OWN,0,New_Employee,PERSONAL,C,4200,13.48,1,0.35,35.0,Y,4,4200,0.6,0.999445,2518.6014533042908
22,Young_Adult,12000,Low_Income,OWN,6,Mid_Employee,DEBTCONSOLIDATION,A,4750,7.14,1,0.4,39.58,N,2,4750,0.6,0.99982965,2849.514502286911
24,Young_Adult,83004,High_Income,RENT,0,New_Employee,VENTURE,D,28000,15.99,1,0.34,33.73,Y,4,28000,0.6,0.9998807,16797.995281219482
24,Young_Adult,250000,Very_High_Income,RENT,2,New_Employee,EDUCATION,C,18000,12.98,0,0.07,7.2,Y,3,18000,0.6,0.062500596,675.0064373016357
25,Adult,100000,High_Income,RENT,5,Junior_Employee,DEBTCONSOLIDATION,B,28000,12.69,0,0.28,28.0,N,3,28000,0.6,0.25039902,4206.703591346741
26,Adult,110000,High_Income,RENT,10,Mid_Employee,EDUCATION,A,28000,8.9,0,0.25,25.45,N,2,28000,0.6,0.08541563,1434.9826097488403
23,Young_Adult,151200,Very_High_Income,RENT,7,Mid_Employee,DEBTCONSOLIDATION,B,28000,11.11,0,0.19,18.52,N,2,28000,0.6,0.08669793,1456.5252006053925
21,Young_Adult,12000,Low_Income,MORTGAGE,5,Junior_Employee,DEBTCONSOLIDATION,E,3250,15.68,1,0.27,27.08,Y,3,3250,0.6,0.99908257,1948.2110023498535
22,Young_Adult,70000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,C,27500,13.06,1,0.39,39.29,Y,3,27500,0.6,0.99573296,16429.59389090538
26,Adult,73200,High_Income,RENT,5,Junior_Employee,VENTURE,D,27050,15.62,1,0.37,36.95,Y,2,27050,0.6,0.9996124,16223.709105849266
24,Young_Adult,83000,High_Income,RENT,5,Junior_Employee,PERSONAL,C,27000,13.49,1,0.33,32.53,Y,2,27000,0.6,0.9978631,16165.382444858551
23,Young_Adult,62500,Medium_Income,RENT,7,Mid_Employee,MEDICAL,B,26000,11.71,1,0.42,41.6,N,2,26000,0.6,0.99952817,15592.639446258545
23,Young_Adult,120000,High_Income,RENT,1,New_Employee,EDUCATION,B,25600,12.69,0,0.21,21.33,N,3,25600,0.6,0.045468673,698.3988189697266
24,Young_Adult,12360,Low_Income,OWN,2,New_Employee,MEDICAL,C,1600,13.57,0,0.13,12.94,N,3,1600,0.6,0.022084503,21.201122403144836
22,Young_Adult,60000,Medium_Income,RENT,0,New_Employee,VENTURE,B,25475,10.99,1,0.42,42.46,N,3,25475,0.6,0.99751604,15247.03261077404
25,Adult,234000,Very_High_Income,MORTGAGE,3,Junior_Employee,MEDICAL,C,20000,14.27,0,0.09,8.55,Y,4,20000,0.6,0.050556213,606.6745519638062
24,Young_Adult,234000,Very_High_Income,OWN,8,Mid_Employee,HOMEIMPROVEMENT,B,20000,8.88,0,0.09,8.55,N,4,20000,0.6,0.0007190826,8.628991199657321
26,Adult,234000,Very_High_Income,MORTGAGE,10,Mid_Employee,HOMEIMPROVEMENT,B,21600,12.18,0,0.09,9.23,N,3,21600,0.6,0.120870136,1566.476958990097
25,Adult,221004,Very_High_Income,MORTGAGE,6,Mid_Employee,DEBTCONSOLIDATION,D,11900,14.42,1,0.05,5.38,Y,3,11900,0.6,0.935819,6681.747447252274
26,Adult,232500,Very_High_Income,MORTGAGE,0,New_Employee,MEDICAL,C,25000,14.17,0,0.11,10.75,Y,2,25000,0.6,0.09574601,1436.1901581287384
25,Adult,230000,Very_High_Income,MORTGAGE,5,Junior_Employee,MEDICAL,C,35000,13.99,0,0.15,15.22,N,4,35000,0.6,0.11109439,2332.982249557972
23,Young_Adult,83000,High_Income,RENT,7,Mid_Employee,EDUCATION,B,25300,10.99,1,0.3,30.48,N,3,25300,0.6,0.87008846,13207.942793369293
25,Adult,12600,Low_Income,OWN,3,Junior_Employee,PERSONAL,C,1750,13.61,0,0.14,13.89,N,3,1750,0.6,0.09910798,104.06337976455688
21,Young_Adult,42500,Medium_Income,RENT,3,Junior_Employee,EDUCATION,C,25000,12.73,1,0.59,58.82,Y,3,25000,0.6,0.9993268,14989.902377128601
25,Adult,12816,Low_Income,OWN,0,New_Employee,DEBTCONSOLIDATION,C,3000,12.87,1,0.23,23.41,Y,4,3000,0.6,0.99960786,1799.2941498756409
24,Young_Adult,12960,Low_Income,MORTGAGE,1,New_Employee,HOMEIMPROVEMENT,B,3650,9.91,1,0.28,28.16,N,3,3650,0.6,0.9986608,2187.0671582221985
26,Adult,226000,Very_High_Income,MORTGAGE,4,Junior_Employee,HOMEIMPROVEMENT,B,20000,11.49,0,0.09,8.85,N,4,20000,0.6,0.056372616,676.471397280693
25,Adult,225000,Very_High_Income,MORTGAGE,0,New_Employee,HOMEIMPROVEMENT,E,30000,19.91,0,0.13,13.33,Y,2,30000,0.6,0.13890383,2500.268876552582
26,Adult,213000,Very_High_Income,MORTGAGE,6,Mid_Employee,EDUCATION,B,35000,10.65,1,0.16,16.43,N,2,35000,0.6,0.57509744,12077.046275138855
24,Young_Adult,12960,Low_Income,MORTGAGE,0,New_Employee,DEBTCONSOLIDATION,B,4500,11.83,1,0.35,34.72,N,4,4500,0.6,0.99978346,2699.4153320789337
23,Young_Adult,12996,Low_Income,OWN,0,New_Employee,DEBTCONSOLIDATION,C,2400,13.49,1,0.18,18.47,Y,2,2400,0.6,0.99937314,1439.097318649292
22,Young_Adult,42000,Medium_Income,RENT,6,Mid_Employee,MEDICAL,D,25000,14.59,1,0.6,59.52,Y,2,25000,0.6,0.9998758,14998.136758804321
26,Adult,48000,Medium_Income,RENT,2,New_Employee,EDUCATION,B,25000,9.64,1,0.52,52.08,N,4,25000,0.6,0.9995808,14993.71200799942
25,Adult,12996,Low_Income,OWN,1,New_Employee,MEDICAL,D,3600,14.59,1,0.28,27.7,N,3,3600,0.6,0.9998141,2159.5984411239624
25,Adult,42360,Medium_Income,RENT,1,New_Employee,EDUCATION,E,25000,16.35,1,0.59,59.02,Y,3,25000,0.6,0.99968827,14995.32401561737
21,Young_Adult,49000,Medium_Income,RENT,4,Junior_Employee,EDUCATION,B,25000,10.99,1,0.51,51.02,N,2,25000,0.6,0.9997366,14996.049106121063
